USERID,GENDER,RACE,PROVINCE,CHANNEL2,AGE_GROUP,DAY_OF_WEEK,TIME_BLOCK_SAST,TOTAL_SESSIONS,TOTAL_VIEWING_MINUTES,AVG_SESSION_LENGTH,UNIQUE_VIEWERS
810402,female,indian_asian,Gauteng,SuperSport Blitz,Adults,Tue,Afternoon,1,0.000000,0.000000000000,1
58907,None,None,None,Cartoon Network,Kids,Sat,Morning,1,1.383333,1.383333000000,1
2423149,male,black,Eastern Cape,Africa Magic,Adults,Sun,Night,1,0.000000,0.000000000000,1
852815,male,indian_asian,Gauteng,Trace TV,Adults,Thu,Afternoon,1,1.100000,1.100000000000,1
908759,male,white,Mpumalanga,Supersport Live Events,Adults,Sat,Morning,1,1.400000,1.400000000000,1
793571,female,white,Eastern Cape,Boomerang,Kids,Wed,Morning,1,1.216667,1.216667000000,1
808926,male,coloured,Western Cape,Trace TV,Youth,Tue,Afternoon,1,1.100000,1.100000000000,1
868895,male,coloured,Western Cape,Trace TV,Youth,Tue,Late Night,1,13.800000,13.800000000000,1
2406478,male,,Eastern Cape,Supersport Live Events,Adults,Sat,Afternoon,1,7.000000,7.000000000000,1
808958,male,black,Gauteng,Boomerang,Youth,Wed,Morning,1,9.166667,9.166667000000,1
808965,male,coloured,Western Cape,Supersport Live Events,Adults,Thu,Morning,1,1.000000,1.000000000000,1
808969,male,black,Gauteng,Trace TV,Youth,Wed,Night,1,1.400000,1.400000000000,1
779485,male,black,North West,Channel O,Youth,Sat,Morning,1,1.450000,1.450000000000,1
809045,male,coloured,Western Cape,Boomerang,Adults,Sat,Night,1,1.133333,1.133333000000,1
817317,male,coloured,Western Cape,M-Net,Adults,Fri,Afternoon,1,0.166667,0.166667000000,1
866255,male,white,North West,ICC Cricket World Cup 2011,Youth,Sat,Afternoon,1,8.400000,8.400000000000,1
830921,male,white,Eastern Cape,Trace TV,Youth,Thu,Night,1,1.250000,1.250000000000,1
809083,male,black,Gauteng,SawSee,Adults,Tue,Late Night,1,1.733333,1.733333000000,1
820513,male,black,Western Cape,SuperSport Blitz,Kids,Thu,Morning,1,23.366667,23.366667000000,1
809091,male,black,Gauteng,kykNET,Adults,Fri,Afternoon,1,1.050000,1.050000000000,1
2203491,male,coloured,Western Cape,ICC Cricket World Cup 2011,Adults,Mon,Afternoon,1,0.700000,0.700000000000,1
892644,male,black,Gauteng,Channel O,Youth,Sat,Night,1,4.150000,4.150000000000,1
866345,male,black,Kwazulu Natal,Boomerang,Youth,Fri,Morning,2,7.233334,3.616667000000,1
820573,male,white,Gauteng,SawSee,Youth,Sun,Night,1,0.950000,0.950000000000,1
820580,male,coloured,Kwazulu Natal,E! Entertainment,Youth,Tue,Afternoon,1,0.900000,0.900000000000,1
809158,male,indian_asian,Gauteng,ICC Cricket World Cup 2011,Youth,Wed,Afternoon,3,28.133334,9.377778000000,1
892687,male,indian_asian,Gauteng,ICC Cricket World Cup 2011,Adults,Wed,Afternoon,1,0.000000,0.000000000000,1
131449,None,None,None,CNN,Kids,Fri,Afternoon,1,5.666667,5.666667000000,1
892702,male,black,Mpumalanga,Africa Magic,Youth,Thu,Afternoon,1,3.133333,3.133333000000,1
2368744,male,black,Mpumalanga,SuperSport Blitz,Youth,Mon,Afternoon,1,10.566667,10.566667000000,1
772054,male,white,Western Cape,ICC Cricket World Cup 2011,Youth,Sat,Night,1,181.200000,181.200000000000,1
820627,male,black,Gauteng,Channel O,Youth,Sat,Night,1,69.850000,69.850000000000,1
720995,female,black,Gauteng,Trace TV,Youth,Sat,Morning,1,1.400000,1.400000000000,1
772068,male,black,Kwazulu Natal,Channel O,Youth,Fri,Late Night,1,44.950000,44.950000000000,1
892770,male,white,Mpumalanga,Supersport Live Events,Youth,Thu,Night,1,5.900000,5.900000000000,1
894447,male,None,Western Cape,ICC Cricket World Cup 2011,Youth,Fri,Night,1,1.600000,1.600000000000,1
809264,male,white,Gauteng,Boomerang,Youth,Tue,Night,1,4.983333,4.983333000000,1
919490,male,white,Western Cape,SuperSport Blitz,Adults,Mon,Night,1,2.666667,2.666667000000,1
819507,female,indian_asian,Gauteng,Supersport Live Events,Youth,Thu,Afternoon,1,2.500000,2.500000000000,1
892903,male,coloured,Western Cape,SuperSport Blitz,Youth,Sun,Night,1,7.900000,7.900000000000,1
809362,male,black,Gauteng,E! Entertainment,Adults,Mon,Afternoon,1,7.866667,7.866667000000,1
803936,male,coloured,Gauteng,Channel O,Youth,Mon,Afternoon,1,3.400000,3.400000000000,1
820878,male,coloured,Western Cape,CNN,Youth,Sun,Afternoon,1,0.800000,0.800000000000,1
809449,male,coloured,Kwazulu Natal,Cartoon Network,Youth,Wed,Afternoon,1,1.783333,1.783333000000,1
930568,male,indian_asian,Gauteng,CNN,Youth,Mon,Night,1,1.083333,1.083333000000,1
789144,male,black,Gauteng,Supersport Live Events,Adults,Sat,Late Night,1,0.000000,0.000000000000,1
2369209,male,black,Mpumalanga,Channel O,Kids,Tue,Night,1,9.000000,9.000000000000,1
809547,male,indian_asian,Gauteng,ICC Cricket World Cup 2011,Adults,Sun,Afternoon,1,32.900000,32.900000000000,1
809578,female,black,Limpopo,Channel O,Youth,Fri,Afternoon,1,5.000000,5.000000000000,1
893107,male,white,Gauteng,Cartoon Network,Youth,Sat,Afternoon,2,4.233333,2.116666500000,1
426407,male,None,Western Cape,Supersport Live Events,Youth,Wed,Afternoon,1,24.366667,24.366667000000,1
2426726,female,indian_asian,Mpumalanga,Supersport Live Events,Youth,Wed,Afternoon,1,102.200000,102.200000000000,1
882688,male,indian_asian,Limpopo,SuperSport Blitz,Adults,Sat,Afternoon,1,0.900000,0.900000000000,1
809640,male,coloured,Western Cape,Cartoon Network,Adults,Fri,Morning,1,0.233333,0.233333000000,1
904933,male,indian_asian,Western Cape,ICC Cricket World Cup 2011,Youth,Wed,Afternoon,1,19.500000,19.500000000000,1
789078,male,white,Northern Cape,Cartoon Network,Youth,Mon,Night,1,0.433333,0.433333000000,1
930540,male,indian_asian,Western Cape,Trace TV,Youth,Thu,Night,1,22.950000,22.950000000000,1
809591,male,None,Gauteng,Channel O,Youth,Tue,Night,1,6.200000,6.200000000000,1
832400,male,black,Mpumalanga,Trace TV,Youth,Tue,Night,1,1.350000,1.350000000000,1
880898,male,indian_asian,Limpopo,ICC Cricket World Cup 2011,Adults,Sun,Afternoon,1,46.466667,46.466667000000,1
930842,male,indian_asian,Kwazulu Natal,SawSee,Youth,Tue,Night,1,0.483333,0.483333000000,1
809716,female,coloured,Gauteng,Channel O,Adults,Thu,Morning,1,2.800000,2.800000000000,1
786741,female,black,Free State,SawSee,Adults,Fri,Night,1,0.466667,0.466667000000,1
549969,male,indian_asian,Mpumalanga,Supersport Live Events,Youth,Thu,Morning,1,0.833333,0.833333000000,1
894674,male,indian_asian,Limpopo,Supersport Live Events,Youth,Thu,Afternoon,1,32.866667,32.866667000000,1
896122,male,None,Kwazulu Natal,Supersport Live Events,Youth,Sun,Night,1,0.666667,0.666667000000,1
2360820,male,black,North West,Africa Magic,Adults,Mon,Morning,1,1.083333,1.083333000000,1
809776,male,black,Gauteng,Channel O,Youth,Tue,Night,1,10.500000,10.500000000000,1
809780,male,coloured,Western Cape,SuperSport Blitz,Youth,Sun,Afternoon,1,13.966667,13.966667000000,1
927257,male,indian_asian,Gauteng,ICC Cricket World Cup 2011,Youth,Wed,Morning,1,5.433333,5.433333000000,1
2369790,male,indian_asian,Mpumalanga,Africa Magic,Youth,Sat,Night,1,1.500000,1.500000000000,1
221281,None,None,None,Trace TV,Kids,Wed,Afternoon,1,0.700000,0.700000000000,1
2091371,male,black,Gauteng,Africa Magic,Adults,Sun,Morning,1,0.916667,0.916667000000,1
804403,male,black,Gauteng,Trace TV,Youth,Fri,Night,1,10.050000,10.050000000000,1
786863,female,black,Northern Cape,Trace TV,Youth,Fri,Morning,1,1.350000,1.350000000000,1
940664,female,black,Northern Cape,E! Entertainment,Adults,Mon,Night,1,0.600000,0.600000000000,1
906341,male,coloured,Gauteng,E! Entertainment,Youth,Sat,Afternoon,1,1.166667,1.166667000000,1
893466,female,coloured,Western Cape,Boomerang,Adults,Thu,Afternoon,1,36.600000,36.600000000000,1
940827,female,black,Gauteng,Vuzu,Youth,Thu,Night,1,0.583333,0.583333000000,1
772873,male,black,Limpopo,DStv Events 1,Kids,Thu,Night,1,2.750000,2.750000000000,1
940895,female,None,Gauteng,Trace TV,Youth,Wed,Afternoon,1,0.400000,0.400000000000,1
720294,male,black,Mpumalanga,DStv Events 1,Youth,Sat,Afternoon,1,0.500000,0.500000000000,1
810106,male,indian_asian,Gauteng,CNN,Youth,Thu,Morning,1,0.400000,0.400000000000,1
2422252,male,indian_asian,Gauteng,ICC Cricket World Cup 2011,Adults,Wed,Afternoon,1,2.166667,2.166667000000,1
906855,male,white,Gauteng,Africa Magic,Youth,Wed,Morning,1,0.233333,0.233333000000,1
940967,male,indian_asian,Gauteng,ICC Cricket World Cup 2011,Youth,Wed,Afternoon,1,2.566667,2.566667000000,1
810151,male,black,Eastern Cape,Cartoon Network,Youth,Fri,Morning,1,8.850000,8.850000000000,1
810205,male,indian_asian,Gauteng,Supersport Live Events,Youth,Thu,Morning,1,73.533333,73.533333000000,1
636140,male,None,Western Cape,Cartoon Network,Adults,Thu,Night,1,9.866667,9.866667000000,1
2021345,male,coloured,Western Cape,Supersport Live Events,Youth,Sat,Late Night,1,0.400000,0.400000000000,1
867616,male,black,Gauteng,ICC Cricket World Cup 2011,Youth,Thu,Afternoon,1,0.633333,0.633333000000,1
780506,male,white,Western Cape,Cartoon Network,Youth,Fri,Morning,1,0.850000,0.850000000000,1
810340,male,coloured,Western Cape,SuperSport Blitz,Adults,Tue,Afternoon,1,3.333333,3.333333000000,1
941243,male,coloured,Western Cape,kykNET,Adults,Wed,Late Night,1,2.900000,2.900000000000,1
822062,male,coloured,Free State,Supersport Live Events,Youth,Wed,Afternoon,1,0.500000,0.500000000000,1
941267,male,black,Western Cape,CNN,Youth,Sun,Afternoon,1,4.066667,4.066667000000,1
809733,male,black,Gauteng,M-Net,Adults,Tue,Night,1,4.216667,4.216667000000,1
804539,male,None,Gauteng,SuperSport Blitz,Adults,Wed,Morning,1,3.066667,3.066667000000,1
2204621,male,indian_asian,Limpopo,Supersport Live Events,Youth,Thu,Afternoon,1,74.833333,74.833333000000,1
810151,male,black,Eastern Cape,Trace TV,Youth,Fri,Late Night,1,0.300000,0.300000000000,1
818570,male,black,Kwazulu Natal,Trace TV,Youth,Tue,Afternoon,1,0.150000,0.150000000000,1
2422360,male,coloured,Western Cape,SuperSport Blitz,Adults,Wed,Night,1,0.700000,0.700000000000,1
2422435,male,coloured,Gauteng,Channel O,Youth,Mon,Afternoon,1,38.850000,38.850000000000,1
821946,None,None,None,SawSee,Kids,Thu,Morning,1,3.283333,3.283333000000,1
773113,male,black,Kwazulu Natal,Cartoon Network,Youth,Wed,Night,1,0.000000,0.000000000000,1
870332,male,None,Limpopo,Africa Magic,Youth,Mon,Night,1,1.033333,1.033333000000,1
822067,male,coloured,Gauteng,Supersport Live Events,Adults,Tue,Late Night,1,0.566667,0.566667000000,1
807597,male,white,Kwazulu Natal,MK,Youth,Mon,Night,1,3.966667,3.966667000000,1
907017,male,indian_asian,Gauteng,Channel O,Youth,Thu,Night,1,0.100000,0.100000000000,1
2422691,male,indian_asian,Western Cape,Supersport Live Events,Youth,Mon,Late Night,1,9.833333,9.833333000000,1
739194,male,white,Gauteng,Boomerang,Adults,Thu,Late Night,1,4.833333,4.833333000000,1
2092115,male,black,Mpumalanga,Cartoon Network,Adults,Tue,Afternoon,1,0.133333,0.133333000000,1
2205383,male,black,Gauteng,Break in transmission,Adults,Sat,Night,1,0.200000,0.200000000000,1
780650,male,black,Mpumalanga,SuperSport Blitz,Adults,Thu,Afternoon,2,9.133334,4.566667000000,1
822334,male,indian_asian,Gauteng,SuperSport Blitz,Youth,Wed,Night,1,1.200000,1.200000000000,1
2092216,male,white,Western Cape,SawSee,Senior,Sat,Afternoon,1,1.216667,1.216667000000,1
773409,female,None,Gauteng,Boomerang,Youth,Wed,Night,1,3.516667,3.516667000000,1
810599,male,coloured,Western Cape,E! Entertainment,Youth,Tue,Night,1,48.833333,48.833333000000,1
2205447,male,coloured,Western Cape,Cartoon Network,Adults,Sat,Night,2,64.450000,32.225000000000,1
2371221,male,black,Western Cape,ICC Cricket World Cup 2011,Youth,Sat,Night,1,2.566667,2.566667000000,1
951970,female,black,Eastern Cape,Africa Magic,Youth,Sat,Afternoon,1,0.000000,0.000000000000,1
2362147,female,white,Gauteng,E! Entertainment,Adults,Wed,Night,1,3.633333,3.633333000000,1
870709,male,None,Eastern Cape,CNN,Adults,Fri,Morning,1,0.583333,0.583333000000,1
773549,male,black,Free State,Africa Magic,Adults,Thu,Morning,1,1.250000,1.250000000000,1
810764,male,black,Gauteng,Boomerang,Adults,Tue,Night,1,0.866667,0.866667000000,1
82694,None,None,None,SuperSport Blitz,Kids,Wed,Night,1,1.866667,1.866667000000,1
667632,male,None,Western Cape,Cartoon Network,Youth,Sat,Night,1,4.683333,4.683333000000,1
887130,male,black,North West,Supersport Live Events,Youth,Sun,Night,1,0.000000,0.000000000000,1
809448,male,coloured,Western Cape,Cartoon Network,Youth,Fri,Afternoon,1,2.766667,2.766667000000,1
809669,male,white,Free State,Cartoon Network,Youth,Wed,Afternoon,1,0.083333,0.083333000000,1
772528,female,black,Mpumalanga,DStv Events 1,Youth,Sat,Afternoon,1,2.583333,2.583333000000,1
940476,male,black,Mpumalanga,SuperSport Blitz,Adults,Sat,Afternoon,1,16.533333,16.533333000000,1
810007,male,coloured,Western Cape,Trace TV,Youth,Sat,Morning,1,7.350000,7.350000000000,1
821735,male,white,Gauteng,CNN,Adults,Wed,Morning,1,52.533333,52.533333000000,1
810113,male,coloured,Eastern Cape,Supersport Live Events,Youth,Fri,Night,2,0.000000,0.000000000000,1
2422252,male,indian_asian,Gauteng,Supersport Live Events,Adults,Sun,Afternoon,1,0.500000,0.500000000000,1
808594,male,indian_asian,Limpopo,ICC Cricket World Cup 2011,Adults,Tue,Night,1,0.833333,0.833333000000,1
810205,male,indian_asian,Gauteng,ICC Cricket World Cup 2011,Youth,Mon,Afternoon,1,2.233333,2.233333000000,1
893651,male,black,Kwazulu Natal,Africa Magic,Adults,Sun,Night,1,0.850000,0.850000000000,1
822070,female,black,Gauteng,Trace TV,Youth,Wed,Late Night,1,0.600000,0.600000000000,1
803160,female,indian_asian,Gauteng,ICC Cricket World Cup 2011,Adults,Sat,Afternoon,1,5.800000,5.800000000000,1
907574,male,white,Gauteng,Trace TV,Adults,Wed,Morning,1,2.650000,2.650000000000,1
803185,female,None,Western Cape,Cartoon Network,Adults,Thu,Night,1,0.883333,0.883333000000,1
852420,male,black,Kwazulu Natal,CNN,Adults,Thu,Afternoon,1,0.966667,0.966667000000,1
810573,male,white,Gauteng,Cartoon Network,Youth,Fri,Afternoon,1,0.666667,0.666667000000,1
810751,male,black,Gauteng,Channel O,Adults,Sun,Late Night,1,0.850000,0.850000000000,1
810751,male,black,Gauteng,Channel O,Adults,Sun,Night,1,6.600000,6.600000000000,1
868888,male,indian_asian,Gauteng,ICC Cricket World Cup 2011,Youth,Wed,Afternoon,1,6.900000,6.900000000000,1
764296,male,coloured,Western Cape,E! Entertainment,Youth,Thu,Morning,1,2.433333,2.433333000000,1
895195,male,white,Limpopo,Trace TV,Youth,Wed,Night,1,7.800000,7.800000000000,1
808950,male,black,Free State,Channel O,Youth,Thu,Morning,1,2.250000,2.250000000000,1
904101,male,indian_asian,Gauteng,Trace TV,Youth,Mon,Night,1,1.100000,1.100000000000,1
771791,male,black,Gauteng,M-Net,Youth,Sun,Morning,1,1.716667,1.716667000000,1
808948,female,coloured,Western Cape,Channel O,Adults,Wed,Morning,1,1.000000,1.000000000000,1
771830,male,black,Gauteng,Trace TV,Adults,Fri,Afternoon,1,0.500000,0.500000000000,1
771848,male,black,Gauteng,Supersport Live Events,Youth,Mon,Afternoon,1,1.433333,1.433333000000,1
809015,female,coloured,Eastern Cape,Cartoon Network,Youth,Fri,Night,1,0.466667,0.466667000000,1
809039,male,white,Mpumalanga,Boomerang,Adults,Fri,Night,1,0.066667,0.066667000000,1
809048,male,indian_asian,Limpopo,Supersport Live Events,Adults,Fri,Afternoon,1,0.866667,0.866667000000,1
904299,male,indian_asian,Free State,ICC Cricket World Cup 2011,Kids,Tue,Afternoon,1,91.600000,91.600000000000,1
808966,male,black,Free State,ICC Cricket World Cup 2011,Youth,Wed,Morning,1,76.666667,76.666667000000,1
939679,male,coloured,Western Cape,Boomerang,Adults,Mon,Afternoon,1,0.116667,0.116667000000,1
809035,male,indian_asian,Gauteng,Supersport Live Events,Adults,Fri,Morning,1,23.800000,23.800000000000,1
597268,male,black,Eastern Cape,Channel O,Youth,Wed,Morning,1,1.500000,1.500000000000,1
866244,male,black,Western Cape,Supersport Live Events,Youth,Sat,Afternoon,1,0.900000,0.900000000000,1
831810,male,indian_asian,Kwazulu Natal,Trace TV,Youth,Wed,Afternoon,1,0.850000,0.850000000000,1
892587,male,indian_asian,Gauteng,ICC Cricket World Cup 2011,Youth,Sun,Night,1,64.200000,64.200000000000,1
858517,None,None,None,Channel O,Kids,Fri,Afternoon,1,1.000000,1.000000000000,1
809056,male,coloured,Western Cape,ICC Cricket World Cup 2011,Adults,Tue,Morning,1,3.733333,3.733333000000,1
809085,male,black,Gauteng,ICC Cricket World Cup 2011,Youth,Tue,Afternoon,1,2.733333,2.733333000000,1
788792,female,black,Gauteng,Africa Magic,Adults,Sun,Afternoon,1,0.033333,0.033333000000,1
866315,male,black,Gauteng,Trace TV,Youth,Sat,Night,1,0.550000,0.550000000000,1
892644,male,black,Gauteng,Channel O,Youth,Sun,Afternoon,1,0.500000,0.500000000000,1
793729,male,coloured,Western Cape,Boomerang,Adults,Thu,Afternoon,1,37.050000,37.050000000000,1
809172,female,coloured,Mpumalanga,Africa Magic,Youth,Wed,Night,1,2.616667,2.616667000000,1
809173,male,black,Kwazulu Natal,DStv Events 1,Youth,Fri,Afternoon,1,0.916667,0.916667000000,1
809185,None,None,None,ICC Cricket World Cup 2011,Kids,Sat,Morning,2,17.033334,8.516667000000,1
809188,female,black,Free State,SuperSport Blitz,Kids,Sun,Night,1,13.000000,13.000000000000,1
939866,female,coloured,Gauteng,Trace TV,Youth,Sat,Morning,1,0.350000,0.350000000000,1
809216,male,black,Gauteng,SawSee,Adults,Fri,Afternoon,1,1.733333,1.733333000000,1
2203596,male,black,Limpopo,Africa Magic,Adults,Fri,Afternoon,1,1.766667,1.766667000000,1
820665,male,black,Limpopo,E! Entertainment,Youth,Wed,Night,1,2.900000,2.900000000000,1
809230,male,black,Gauteng,Africa Magic,Adults,Tue,Night,1,4.300000,4.300000000000,1
2090806,male,black,Mpumalanga,Supersport Live Events,Youth,Thu,Afternoon,1,0.433333,0.433333000000,1
866524,male,black,Gauteng,Africa Magic,Adults,Sat,Morning,1,5.116667,5.116667000000,1
733347,male,None,North West,Channel O,Youth,Sat,Night,2,16.450000,8.225000000000,1
803847,male,black,Mpumalanga,Channel O,Youth,Wed,Morning,1,4.950000,4.950000000000,1
789004,male,None,Northern Cape,SuperSport Blitz,Adults,Sun,Afternoon,1,2.333333,2.333333000000,1
868317,None,None,None,CNN,Kids,Tue,Late Night,1,1.750000,1.750000000000,1
1999889,male,coloured,Western Cape,Supersport Live Events,Youth,Tue,Morning,2,3.566666,1.783333000000,1
941623,male,white,Free State,Boomerang,Youth,Mon,Night,1,16.000000,16.000000000000,1
892878,male,black,Kwazulu Natal,SuperSport Blitz,Youth,Sun,Night,1,4.133333,4.133333000000,1
779728,male,white,Gauteng,SuperSport Blitz,Youth,Wed,Afternoon,1,0.500000,0.500000000000,1
819528,male,black,Gauteng,Channel O,Kids,Fri,Afternoon,1,5.050000,5.050000000000,1
511233,None,None,None,SuperSport Blitz,Kids,Sat,Afternoon,1,9.300000,9.300000000000,1
809362,male,black,Gauteng,Africa Magic,Adults,Sun,Afternoon,1,3.733333,3.733333000000,1
886109,male,indian_asian,Eastern Cape,ICC Cricket World Cup 2011,Youth,Sun,Afternoon,1,2.600000,2.600000000000,1
779807,male,white,Northern Cape,Cartoon Network,Youth,Tue,Morning,1,7.433333,7.433333000000,1
772325,male,black,Mpumalanga,ICC Cricket World Cup 2011,Youth,Fri,Afternoon,1,21.133333,21.133333000000,1
478172,male,white,North West,Boomerang,Youth,Sun,Afternoon,1,3.050000,3.050000000000,1
832412,male,black,Eastern Cape,CNN,Adults,Tue,Night,1,0.100000,0.100000000000,1
930781,female,black,Limpopo,Boomerang,Youth,Wed,Afternoon,1,0.066667,0.066667000000,1
792937,male,black,Gauteng,Channel O,Youth,Mon,Night,1,1.050000,1.050000000000,1
882584,male,indian_asian,Gauteng,Supersport Live Events,Youth,Sat,Morning,1,0.300000,0.300000000000,1
820978,male,black,Northern Cape,Africa Magic,Adults,Fri,Afternoon,1,1.033333,1.033333000000,1
940201,male,black,Gauteng,CNN,Youth,Mon,Morning,1,0.033333,0.033333000000,1
860058,male,indian_asian,Mpumalanga,Cartoon Network,Youth,Thu,Morning,1,0.566667,0.566667000000,1
789295,female,white,Western Cape,DStv Events 1,Youth,Fri,Morning,1,0.500000,0.500000000000,1
809640,male,coloured,Western Cape,Boomerang,Adults,Mon,Morning,1,0.866667,0.866667000000,1
860213,male,coloured,Eastern Cape,Trace TV,Youth,Sun,Afternoon,1,10.200000,10.200000000000,1
597546,male,black,Kwazulu Natal,SuperSport Blitz,Youth,Sun,Afternoon,1,10.033333,10.033333000000,1
809704,female,None,Gauteng,Boomerang,Youth,Tue,Night,1,0.100000,0.100000000000,1
930844,female,coloured,Western Cape,ICC Cricket World Cup 2011,Youth,Wed,Afternoon,1,16.633333,16.633333000000,1
2369649,male,coloured,Western Cape,SawSee,Adults,Fri,Afternoon,1,0.516667,0.516667000000,1
809707,male,black,Gauteng,CNN,Adults,Mon,Late Night,1,0.300000,0.300000000000,1
809718,female,black,Eastern Cape,Africa Magic,Kids,Sat,Late Night,1,0.533333,0.533333000000,1
2421492,male,black,Gauteng,Channel O,Youth,Sun,Night,1,4.100000,4.100000000000,1
2190330,male,black,Mpumalanga,Trace TV,Youth,Wed,Morning,1,8.900000,8.900000000000,1
780037,None,None,None,Break in transmission,Kids,Mon,Morning,1,0.566667,0.566667000000,1
896122,male,None,Kwazulu Natal,Boomerang,Youth,Sat,Afternoon,1,0.633333,0.633333000000,1
867016,male,black,Kwazulu Natal,Africa Magic,Youth,Sun,Night,1,1.900000,1.900000000000,1
893287,male,black,Limpopo,Africa Magic,Adults,Sun,Night,1,0.533333,0.533333000000,1
809795,male,coloured,Kwazulu Natal,Boomerang,Youth,Sat,Afternoon,1,1.616667,1.616667000000,1
940545,female,black,Gauteng,MK,Youth,Mon,Afternoon,1,0.650000,0.650000000000,1
819774,male,indian_asian,Gauteng,ICC Cricket World Cup 2011,Youth,Wed,Morning,1,3.666667,3.666667000000,1
104516,None,None,None,CNN,Kids,Sat,Morning,1,1.150000,1.150000000000,1
2204356,male,black,Gauteng,ICC Cricket World Cup 2011,Adults,Fri,Morning,1,3.866667,3.866667000000,1
2427199,male,indian_asian,Limpopo,ICC Cricket World Cup 2011,Youth,Fri,Afternoon,1,2.666667,2.666667000000,1
809861,male,black,Gauteng,ICC Cricket World Cup 2011,Youth,Mon,Night,1,1.100000,1.100000000000,1
2369968,male,black,Mpumalanga,SuperSport Blitz,Youth,Fri,Afternoon,1,1.033333,1.033333000000,1
809892,male,black,Gauteng,Trace TV,Youth,Sun,Night,1,8.500000,8.500000000000,1
2000382,male,black,Limpopo,Africa Magic,Adults,Sat,Afternoon,1,2.250000,2.250000000000,1
777814,male,black,Mpumalanga,Africa Magic,Adults,Wed,Night,1,23.183333,23.183333000000,1
940664,female,black,Northern Cape,Channel O,Adults,Fri,Night,1,0.650000,0.650000000000,1
809924,male,black,Western Cape,Africa Magic,Adults,Thu,Night,1,1.816667,1.816667000000,1
893458,male,indian_asian,Gauteng,ICC Cricket World Cup 2011,Youth,Tue,Afternoon,1,14.866667,14.866667000000,1
821631,male,black,Gauteng,Boomerang,Youth,Tue,Night,1,3.083333,3.083333000000,1
2204601,male,black,Eastern Cape,Supersport Live Events,Adults,Fri,Morning,1,0.633333,0.633333000000,1
867349,male,coloured,Kwazulu Natal,SawSee,Youth,Thu,Night,1,1.466667,1.466667000000,1
2422135,female,indian_asian,North West,Supersport Live Events,Youth,Sun,Afternoon,1,20.666667,20.666667000000,1
821709,male,indian_asian,Kwazulu Natal,Break in transmission,Youth,Tue,Night,1,5.716667,5.716667000000,1
940902,male,black,Western Cape,Channel O,Adults,Fri,Night,1,2.850000,2.850000000000,1
810126,female,white,North West,E! Entertainment,Youth,Sat,Night,1,13.033333,13.033333000000,1
878744,male,white,Eastern Cape,CNN,Youth,Thu,Morning,2,0.000000,0.000000000000,1
555618,male,coloured,Eastern Cape,Boomerang,Adults,Sat,Night,1,1.250000,1.250000000000,1
810145,male,black,Limpopo,ICC Cricket World Cup 2011,Youth,Wed,Night,1,3.900000,3.900000000000,1
810194,male,black,Eastern Cape,Africa Magic,Adults,Fri,Afternoon,1,1.316667,1.316667000000,1
601019,male,indian_asian,Eastern Cape,Cartoon Network,Youth,Sat,Late Night,1,0.416667,0.416667000000,1
893783,male,indian_asian,Kwazulu Natal,Supersport Live Events,Youth,Fri,Afternoon,1,3.500000,3.500000000000,1
941181,male,black,Gauteng,E! Entertainment,Youth,Fri,Night,1,1.466667,1.466667000000,1
833257,male,indian_asian,Kwazulu Natal,Break in transmission,Youth,Tue,Night,1,0.250000,0.250000000000,1
549789,male,black,Gauteng,Channel O,Youth,Fri,Afternoon,1,10.050000,10.050000000000,1
2427210,male,indian_asian,Western Cape,Supersport Live Events,Youth,Fri,Morning,1,7.033333,7.033333000000,1
809924,male,black,Western Cape,Boomerang,Adults,Fri,Afternoon,1,0.566667,0.566667000000,1
810092,male,None,Kwazulu Natal,SuperSport Blitz,Adults,Mon,Morning,1,3.700000,3.700000000000,1
821746,male,black,North West,CNN,Youth,Sun,Morning,1,0.000000,0.000000000000,1
1108443,male,black,Gauteng,Boomerang,Youth,Mon,Morning,1,0.000000,0.000000000000,1
2361624,male,coloured,Eastern Cape,Supersport Live Events,Adults,Fri,Afternoon,1,0.000000,0.000000000000,1
833191,male,black,Gauteng,kykNET,Youth,Wed,Night,1,0.750000,0.750000000000,1
821975,male,black,Gauteng,Trace TV,Youth,Mon,Morning,1,1.900000,1.900000000000,1
2361784,male,coloured,Western Cape,Trace TV,Youth,Sun,Afternoon,1,4.500000,4.500000000000,1
906939,female,indian_asian,Gauteng,Supersport Live Events,Youth,Thu,Afternoon,2,3.400000,1.700000000000,1
941314,female,black,Limpopo,Cartoon Network,Youth,Mon,Night,1,0.000000,0.000000000000,1
808754,male,white,Gauteng,ICC Cricket World Cup 2011,Adults,Mon,Afternoon,1,2.566667,2.566667000000,1
822152,male,indian_asian,Gauteng,SuperSport Blitz,Adults,Wed,Afternoon,1,2.300000,2.300000000000,1
2428274,male,black,Kwazulu Natal,ICC Cricket World Cup 2011,Adults,Wed,Afternoon,1,0.166667,0.166667000000,1
822190,male,coloured,Western Cape,SuperSport Blitz,Adults,Fri,Late Night,1,1.533333,1.533333000000,1
773246,male,None,Mpumalanga,Boomerang,Adults,Thu,Night,1,3.750000,3.750000000000,1
246335,male,coloured,Western Cape,Supersport Live Events,Youth,Tue,Night,1,0.866667,0.866667000000,1
833412,male,indian_asian,Kwazulu Natal,Break in transmission,Youth,Tue,Night,1,1.500000,1.500000000000,1
2092121,male,coloured,Western Cape,Boomerang,Adults,Fri,Morning,1,4.983333,4.983333000000,1
